Employee_No,Employee_Code,Name,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,Basic Salary_0
347,6,Myrl Bechtelar MD,Male,1,Married,24,1993-12-08,0000-00-00,Active,0000-00-00,\N,Staff,Permanant,Buddhist,Driver,1965,28500.0
348,33,Francis Mraz,Male,1,Married,24,1995-03-14,0000-00-00,Active,0000-00-00,\N,Staff,Permanant,Buddhist,Driver,1973,27200.0
349,53,Mr Emmet Blick Jr,Male,1,Married,23,1988-01-27,2021-06-28,Inactive,2021-06-28,\N,Staff,Permanant,Buddhist,Account Clerk,1974,37551.5
351,77,Mr Nelson Braun PhD,Female,4,Married,40,1999-10-01,2022-01-31,Inactive,2022-01-31,\N,Staff,Permanant,Catholic,Purchasing Officer,1974,38600.0
352,88,Maximillian Hand,Male,1,Married,7,2001-01-26,0000-00-00,Active,0000-00-00,\N,Staff,Permanant,Buddhist,Store Keeper,1980,25350.0
353,155,Zena Nicolas,Male,1,Married,22,2003-09-29,0000-00-00,Inactive,2020-08-31,\N,Staff,Permanant,Buddhist,Technical Officer,1962,28179.5
354,181,Coralie Bernhard,Male,1,Married,22,2003-11-10,0000-00-00,Active,0000-00-00,945,Staff,Permanant,Buddhist,Technical Officer,1969,32000.0
355,192,Josh Roob,Male,1,Married,126,2004-02-16,0000-00-00,Active,0000-00-00,\N,Staff,Permanant,Buddhist,Project Coordinator ,1981,43300.0
356,283,Ernest Upton,Female,1,Single,23,2005-06-01,0000-00-00,Active,0000-00-00,\N,Staff,Permanant,Buddhist,Account Clerk,1974,31500.0
359,529,Sydney Oberbrunner,Male,1,Married,41,2006-07-01,2022-01-31,Inactive,2022-01-31,\N,Staff,Permanant,Buddhist,Electrician,1967,25250.0
360,573,Angeline Yundt,Male,1,Married,42,2006-08-29,2021-05-05,Inactive,2021-05-05,\N,Management,Permanant,Buddhist,Transport Officer,1976,10790.5
361,596,Prof Karlie Bauch III,Male,3,Single,7,2006-11-01,0000-00-00,Active,0000-00-00,\N,Staff,Permanant,Hindu,Store Keeper,1986,26450.0
363,691,Leonel Romaguera,Male,1,Married,24,2007-05-25,2021-05-23,Inactive,2021-05-23,\N,Staff,Permanant,Buddhist,Driver,1975,17298.0
365,759,Sidney Macejkovic,Male,1,Married,43,2007-11-12,0000-00-00,Inactive,2020-09-10,\N,Staff,Permanant,Buddhist,Operator - JCB,1984,28464.5
366,900,Prof Jerod Pfeffer,Male,1,Married,44,2008-11-15,0000-00-00,Inactive,2020-05-21,\N,Staff,Permanant,Buddhist,Driver - Boom,1973,31211.5
371,1084,Ignatius Volkman DDS,Female,1,Single,45,2010-08-02,2021-04-30,Inactive,2021-04-30,\N,Management,Contarct Basis,Buddhist,Construction Manager,1963,6240.0
372,1086,Doyle Hettinger,Male,1,Married,46,2010-08-05,0000-00-00,Inactive,2020-09-27,\N,Staff,Contarct Basis,Buddhist,Operator - Crane,1981,25750.5
373,1093,Izaiah Berge,Male,1,Married,35,2010-10-26,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Operator-Excavator,1990,17450.0
376,1154,Prof Arden Jacobs III,Male,1,Married,7,2011-03-24,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1961,24800.0
377,1275,Shaylee Schroeder III,Male,5,Single,48,2011-11-03,0000-00-00,Active,0000-00-00,624,Staff,Contarct Basis,Muslim,Draughtsman,1982,23250.0
378,1290,Raymond Bogan,Male,1,Married,33,2011-11-21,0000-00-00,Inactive,2020-07-28,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1965,59558.0
379,1329,Kayden Rice,Male,1,Single,27,2012-01-25,0000-00-00,Inactive,2020-06-30,\N,Staff,Contarct Basis,Buddhist,Supervisor,1991,18464.833333333336
380,1336,Macey Simonis,Male,1,Married,24,2012-01-29,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Driver,1978,18150.0
381,1373,Jayde Witting,Male,5,Married,22,2012-03-17,0000-00-00,Active,0000-00-00,624,Staff,Contarct Basis,Muslim,Technical Officer,1982,26300.0
383,1405,Sylvan Gislason,Male,1,Married,24,2012-05-21,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Driver,1994,17650.0
384,1425,Dr Kennedy Ryan MD,Male,1,Married,8,2012-06-05,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1989,29500.0
385,1472,Tillman Greenfelder,Male,1,Married,49,2012-07-06,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Junior Technical Officer,1986,25050.0
388,1573,Hanna Wyman,Male,1,Married,22,2012-11-18,0000-00-00,Inactive,2020-03-30,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1989,27642.0
389,1587,Tessie Fadel,Male,1,Married,24,2012-12-14,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Driver,1994,17200.0
391,1610,Orval Hessel,Male,1,Married,37,2013-01-24,0000-00-00,Inactive,2019-11-14,\N,Staff,Contarct Basis,Buddhist,Driver-Tractor,1960,24913.0
392,1620,Katelin Thompson,Male,5,Married,22,2013-02-05,0000-00-00,Active,0000-00-00,2709,Staff,Contarct Basis,Muslim,Technical Officer,1989,20650.0
393,1653,Savanna Spinka,Male,5,Married,6,2013-04-01,0000-00-00,Active,0000-00-00,393,Staff,Contarct Basis,Muslim,Project Manager,1965,61000.0
394,1730,Carley Bogisich,Male,1,Married,46,2013-06-27,2021-12-17,Inactive,2021-12-17,\N,Staff,Contarct Basis,Buddhist,Operator - Crane,1993,15600.0
396,1769,Jaquelin Block,Male,1,Single,67,2013-08-21,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Operator - Loader,1993,15000.0
399,1870,Garland Feeney,Male,3,Married,27,2014-01-28,2021-08-31,Inactive,2021-08-31,\N,Staff,Contarct Basis,Hindu,Supervisor,1989,19250.0
400,1872,Elody Waelchi,Male,3,Single,27,2014-01-24,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Hindu,Supervisor,1988,18950.0
401,1888,Nola Grant,Male,1,Married,7,2014-02-25,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1972,22700.0
402,1900,Macie Kuvalis,Male,1,Single,24,2014-02-22,0000-00-00,Inactive,2020-08-31,\N,Staff,Contarct Basis,Buddhist,Driver,1995,17690.166666666668
403,2009,Julie Osinski,Male,1,Married,43,2014-05-03,0000-00-00,Inactive,2020-08-28,\N,Staff,Contarct Basis,Buddhist,Operator - JCB,1992,26828.0
404,2026,Jody Stokes,Male,1,Single,36,2014-06-04,0000-00-00,Active,0000-00-00,673,Staff,Contarct Basis,Buddhist,Engineer Assistant,1987,30000.0
405,2034,Scottie Ratke,Male,1,Married,27,2014-06-09,0000-00-00,Inactive,2019-12-05,\N,Staff,Contarct Basis,Buddhist,Supervisor,1987,21510.166666666664
407,2151,Braulio Pagac IV,Male,3,Single,8,2014-09-17,0000-00-00,Inactive,2020-06-22,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1990,33070.0
408,2186,Jon Kuhn,Male,1,Single,8,2014-10-01,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990,23600.0
410,2284,Ally Nikolaus,Male,1,Single,52,2015-02-05,2021-05-30,Inactive,2021-05-30,\N,Staff,Contarct Basis,Buddhist,Moter Mechanic,1995,23014.5
411,2301,Jesus Dietrich Sr,Male,1,Married,24,2015-04-28,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Driver,1987,17050.0
413,2313,Addie Purdy,Male,1,Single,35,2015-05-01,0000-00-00,Inactive,2021-08-31,\N,Staff,Contarct Basis,Buddhist,Operator-Excavator,1997,17050.0
414,2333,Noelia Roberts DDS,Male,3,Single,54,2016-06-02,0000-00-00,Inactive,2020-10-06,\N,Staff,Contarct Basis,Hindu,Lab Technician,1985,25142.0
415,2334,Isabella Brakus,Male,4,Married,36,2015-06-01,2021-07-25,Inactive,2021-07-25,\N,Staff,Contarct Basis,Catholic,Engineer Assistant,1982,28250.0
416,2337,Bo Schaefer I,Male,3,Married,27,2015-06-01,2021-03-25,Inactive,2021-03-25,\N,Staff,Contarct Basis,Hindu,Supervisor,1986,22114.666666666664
419,2421,Ms Jany Lemke,Male,1,Married,22,2015-08-24,2021-05-31,Inactive,2021-05-31,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1988,26730.25
420,2426,Dr Kieran Bradtke IV,Male,1,Married,24,2015-09-01,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Driver,1995,16050.0
421,2481,Marcos Kemmer MD,Male,1,Single,24,2016-01-02,2022-08-31,Inactive,2022-08-31,\N,Staff,Contarct Basis,Buddhist,Driver,1997,14750.0
422,2488,Burley Willms,Female,1,Married,8,2016-02-05,2021-04-30,Inactive,2021-04-30,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1981,35707.0
423,2512,Kaley Ankunding MD,Male,1,Married,57,2016-05-12,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Driver - Truck Mixture,1987,16300.0
424,2513,Rogers Conroy,Male,1,Single,24,2016-05-26,0000-00-00,Inactive,2021-08-31,\N,Staff,Contarct Basis,Buddhist,Driver,1988,15950.0
425,2647,Alison Price V,Male,1,Married,38,2016-08-15,2022-08-31,Inactive,2022-08-31,\N,Staff,Contarct Basis,Buddhist,Office Assistant,1965,24000.0
426,50028,Thea Gaylord,Male,1,Married,58,2020-07-03,2021-10-26,Inactive,2021-10-26,\N,Staff,Contarct Basis,Buddhist,Sociologist,1962,71800.0
427,2680,Laron Turcotte,Female,1,Married,48,2016-09-15,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1980,46000.0
431,2750,Miss Ashley Spinka IV,Male,1,Married,62,2019-01-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,S/Skill,1947,16640.0
433,2765,Prof Damaris Kemmer DDS,Male,1,Married,63,2016-11-01,2022-09-27,Inactive,2022-09-27,\N,Staff,Contarct Basis,Buddhist,Junior Quantity Surveyor,1993,24000.0
434,2774,Corene Weber DDS,Male,1,Married,64,2016-11-28,2021-06-30,Inactive,2021-06-30,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1972,36794.0
435,2807,Madisyn Raynor,Male,1,Single,22,2016-12-15,0000-00-00,Active,0000-00-00,1834,Staff,Contarct Basis,Buddhist,Technical Officer,1988,27000.0
436,2811,Prof Bridgette Gerlach DVM,Male,3,Married,27,2016-12-15,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Hindu,Supervisor,1981,26800.0
437,2812,Prof Elian Roberts MD,Male,1,Married,8,2016-12-19,2021-12-22,Inactive,2021-12-22,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1991,40000.0
438,2845,Giovanna Turner,Male,1,Single,59,2017-01-16,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Autocad Draughtsman ,1991,31000.0
440,2850,Ricky Hintz,Male,1,Single,113,2017-01-10,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Operation Executive,1981,33000.0
443,2911,Jaunita Senger,Female,1,Single,59,2017-01-30,2021-08-20,Inactive,2021-08-20,\N,Staff,Contarct Basis,Buddhist,Autocad Draughtsman ,1989,0.0
444,2913,Buddy Kunze,Male,1,Married,6,2017-02-16,0000-00-00,Inactive,2020-10-31,\N,Staff,Contarct Basis,Buddhist,Project Manager,1966,77450.0
446,2936,Lavon Stokes,Male,1,Married,31,2019-01-01,2021-05-31,Inactive,2021-05-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1955,5500.0
448,2938,Prof Bridget Johnson II,Male,1,Married,31,2019-01-01,2020-12-10,Inactive,2020-12-10,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966,7000.0
450,188003,Mrs Eliza O'Kon I,Male,1,Married,31,2020-12-03,2021-04-09,Inactive,2021-04-09,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,0.0
451,2954,Ms Evelyn Farrell IV,Male,1,Single,22,2017-03-01,0000-00-00,Inactive,2020-02-29,\N,Management,Contarct Basis,Buddhist,Technical Officer,1985,12697.0
453,2973,Miss Amaya Bogisich III,Male,1,Married,7,2017-03-23,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1961,25300.0
455,2975,Madisyn Huel,Male,3,Single,49,2017-03-27,2022-02-19,Inactive,2022-02-19,1333,Staff,Contarct Basis,Hindu,Junior Technical Officer,1993,21500.0
456,2984,Aurelie Green,Male,1,Married,30,2019-01-01,0000-00-00,Inactive,2020-03-31,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1987,14689.390925526966
457,4994,Saul Marquardt,Male,1,Married,31,2020-06-01,0000-00-00,Inactive,2020-09-25,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967,16976.46968142968
460,199020,Monica Wunsch,Male,1,Married,30,2020-03-01,0000-00-00,Inactive,2020-03-31,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1955,9583.709761904762
461,3009,Miss Chelsie Heidenreich,Male,1,Married,1,2019-01-01,0000-00-00,Inactive,2021-06-01,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1987,15870.0
466,3037,Geovanny Gaylord,Male,1,Married,31,2019-01-01,2022-05-31,Inactive,2022-05-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,12800.0
468,3041,Johnny Price,Male,3,Married,31,2019-01-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1972,10880.0
471,5270,Miss Naomie Swaniawski II,Male,1,Single,1,2021-04-01,2022-02-28,Inactive,2022-02-28,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1992,13200.0
475,3178,Mr Roel Monahan V,Male,1,Married,31,2019-01-01,2020-11-28,Inactive,2020-11-28,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959,14720.0
476,3193,Amanda Keebler,Male,5,Married,22,2017-04-03,2021-11-27,Inactive,2021-11-27,\N,Staff,Contarct Basis,Muslim,Technical Officer,1985,31000.0
478,3216,Anne Abbott III,Female,1,Married,70,2017-05-15,0000-00-00,Inactive,2020-08-30,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,1992,23902.0
480,3222,Alfred Turner,Male,3,Married,69,2017-07-06,0000-00-00,Inactive,2020-04-03,\N,Staff,Contarct Basis,Hindu,Site Supervisor,1989,32644.0
481,3223,Lawrence Hane,Female,1,Single,59,2017-06-05,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Autocad Draughtsman ,1984,31000.0
482,3229,Kenyatta Rempel,Male,1,Married,22,2017-06-19,2021-05-23,Inactive,2021-05-23,2709,Staff,Contarct Basis,Buddhist,Technical Officer,1986,27707.75
486,5169,Prof Avery Volkman,Male,1,Married,1,2021-02-01,2022-05-04,Inactive,2022-05-04,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1987,8250.0
487,3256,Kathleen Denesik,Male,1,Married,124,2019-01-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Mason,1992,12100.0
490,3295,Dr Nat Adams,Male,3,Single,31,2019-01-01,0000-00-00,Inactive,2020-12-31,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1995,8499.154194743332
495,3335,Ludwig Stamm,Male,1,Married,29,2019-01-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Cook,1957,17920.0
496,3351,Emie Conroy,Male,1,Married,22,2017-07-01,0000-00-00,Active,0000-00-00,2709,Staff,Contarct Basis,Buddhist,Technical Officer,1988,31000.0
501,190015,Piper Dooley,Male,1,Married,31,2020-12-07,2021-10-31,Inactive,2021-10-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958,8000.0
504,3440,Miss Greta Langosh,Male,3,Married,31,2019-01-01,2021-03-02,Inactive,2021-03-02,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1991,13500.0
